delta.rank	pval	level	nseqs	term	name	p.adj	goDivision
-161	0.0646056403144674	3	592	GO:1903047	mitotic cell cycle process	0.146660387677881	BP
-573	0.0646222333205661	5	43	GO:0000096	sulfur amino acid metabolic process	0.146660387677881	BP
353	0.0649726290855651	2	114	GO:0050982	detection of mechanical stimulus	0.147306365538123	BP
-208	0.0651176628776376	2	341	GO:0051301	cell division	0.147450003823999	BP
184	0.0651683342698137	2	440	GO:0009203	ribonucleoside triphosphate catabolic process	0.147450003823999	BP
653	0.0652334615132068	2	33	GO:0046688	response to copper ion	0.147450003823999	BP
-289	0.0654183761142982	4	171	GO:0006650	glycerophospholipid metabolic process	0.14771891380648	BP
375	0.066177990313681	2	100	GO:0045665	negative regulation of neuron differentiation	0.149283684091284	BP
467	0.0666170258942343	3	64	GO:0050796	regulation of insulin secretion	0.150122875254613	BP
-474	0.0668934068610989	4	62	GO:0006720	isoprenoid metabolic process	0.150594202380765	BP
-555	0.0670902293701442	3	45	GO:0030204	chondroitin sulfate metabolic process	0.150885656414782	BP
188	0.0673339162683287	2	415	GO:0043066	negative regulation of apoptotic process	0.151281817894741	BP
341	0.0675007507314626	2	120	GO:0032496	response to lipopolysaccharide	0.151504691020517	BP
180	0.0676038696534247	7	452	GO:0009154;GO:0009261	purine ribonucleotide catabolic process	0.151584252275947	BP
480	0.0677094117986892	2	60	GO:0002443	leukocyte mediated immunity	0.151669082429064	BP
438	0.0682202129162881	4	72	GO:0010976	positive regulation of neuron projection development	0.152660616316169	BP
-426	0.0687760806594025	4	76	GO:0030203	glycosaminoglycan metabolic process	0.153626286116231	BP
-327	0.0687889129350801	4	130	GO:0031503	protein-containing complex localization	0.153626286116231	BP
518	0.0691159124921403	5	51	GO:0040015	negative regulation of multicellular organism growth	0.154202832651787	BP
-673	0.0697018355446274	2	30	GO:0042693	muscle cell fate commitment	0.155355334945239	BP
181	0.0700169796287485	2	441	GO:0009146	purine nucleoside triphosphate catabolic process	0.155902618656458	BP
582	0.0703567880246048	5	40	GO:0071359	cellular response to dsRNA	0.15650367941918	BP
511	0.0705398601204884	4	52	GO:0048488;GO:0140238	presynaptic endocytosis	0.156755244712196	BP
176	0.0708008519705687	2	463	GO:0032774	RNA biosynthetic process	0.157179294761223	BP
338	0.0712425067342666	2	119	GO:0007612	learning	0.157893543333515	BP
595	0.071296457277609	2	38	GO:0016203	muscle attachment	0.157893543333515	BP
-430	0.0713340472560343	2	73	GO:0007304	chorion-containing eggshell formation	0.157893543333515	BP
529	0.0715269334149888	2	48	GO:0070372	regulation of ERK1 and ERK2 cascade	0.158164196297705	BP
-403	0.0716360182707556	2	83	GO:0061333	renal tubule morphogenesis	0.1582491922352	BP
667	0.0721964190786198	6	30	GO:0098930	axonal transport	0.159330028311437	BP
-593	0.072283325736032	2	38	GO:0060079	excitatory postsynaptic potential	0.15936481264637	BP
465	0.0725483097163298	3	62	GO:0010921	regulation of phosphatase activity	0.159791753947472	BP
284	0.0733111341443608	5	168	GO:0001894	tissue homeostasis	0.161313301064212	BP
-347	0.0735935772109582	6	111	GO:0006352	DNA-templated transcription, initiation	0.161775871396022	BP
-575	0.073859362699521	5	40	GO:0061180	mammary gland epithelium development	0.16220095337934	BP
-525	0.0741602861990918	4	48	GO:0007306	eggshell chorion assembly	0.162702292934344	BP
662	0.0743965828230572	4	30	GO:0035304	regulation of protein dephosphorylation	0.163018869697217	BP
178	0.07445013558047	2	439	GO:0009207	purine ribonucleoside triphosphate catabolic process	0.163018869697217	BP
524	0.0747173006135314	5	48	GO:1990778	protein localization to cell periphery	0.1634440950921	BP
611	0.0752783949203816	2	35	GO:1901616	organic hydroxy compound catabolic process	0.164452911024166	BP
436	0.0753253065673187	5	69	GO:0043652	engulfment of apoptotic cell	0.164452911024166	BP
565	0.0755191489451719	2	41	GO:0032006	regulation of TOR signaling	0.164715573161816	BP
-312	0.0760127360121982	2	136	GO:0031023	microtubule organizing center organization	0.165630864462377	BP
-562	0.0767076561713936	2	41	GO:0033212	iron import into cell	0.166982652890109	BP
310	0.0771416594333483	2	136	GO:0090068	positive regulation of cell cycle process	0.167764385563787	BP
434	0.0772936970242409	7	69	GO:0018279	protein N-linked glycosylation via asparagine	0.167867285862038	BP
514	0.0773388567007246	2	49	GO:0008064;GO:0030832	regulation of actin polymerization or depolymerization	0.167867285862038	BP
-567	0.0778979296361537	2	40	GO:0002440	production of molecular mediator of immune response	0.168917098146161	BP
316	0.078029470051198	2	130	GO:0051098	regulation of binding	0.169038697209559	BP
511	0.0787475065609825	3	49	GO:0035006	melanization defense response	0.170429386180291	BP
630	0.0794516026014809	2	32	GO:0050907	detection of chemical stimulus involved in sensory perception	0.171714311109722	BP
172	0.0794945270628488	2	458	GO:0006195	purine nucleotide catabolic process	0.171714311109722	BP
316	0.0799109042601011	2	129	GO:0045055	regulated exocytosis	0.172447423451471	BP
435	0.0803204164627972	3	67	GO:0090276	regulation of peptide hormone secretion	0.173164324231632	BP
-649	0.0804804514842139	3	30	GO:2000179	positive regulation of neural precursor cell proliferation	0.173210759824717	BP
-355	0.0804966075792547	2	101	GO:0019827;GO:0098727	stem cell population maintenance	0.173210759824717	BP
-354	0.0814080241964597	2	101	GO:0097164	ammonium ion metabolic process	0.175003814011583	BP
-567	0.0815214597983784	3	39	GO:0009954	proximal/distal pattern formation	0.175079645204571	BP
-582	0.0817554923391802	2	37	GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway	0.17541408317985	BP
481	0.0823110301529266	2	54	GO:0072347	response to anesthetic	0.17643704071058	BP
370	0.0825948338044701	2	92	GO:0030178	negative regulation of Wnt signaling pathway	0.176876125929267	BP
139	0.0832228974506762	3	709	GO:0019439	aromatic compound catabolic process	0.178050898079766	BP
-642	0.0836061220248473	2	30	GO:0033077	T cell differentiation in thymus	0.178659812465319	BP
-484	0.0836670282482678	2	53	GO:0045844;GO:1901863	positive regulation of striated muscle tissue development	0.178659812465319	BP
542	0.0840664675242433	5	42	GO:0050830	defense response to Gram-positive bacterium	0.179341797385052	BP
-199	0.0841907345892515	2	324	GO:0009314	response to radiation	0.179436009019908	BP
421	0.084363318059153	2	70	GO:0050974	detection of mechanical stimulus involved in sensory perception	0.179632920582227	BP
428	0.0853293559560003	2	67	GO:0002920	regulation of humoral immune response	0.181517338405927	BP
-638	0.0854429333730591	3	30	GO:0060349	bone morphogenesis	0.181586499768171	BP
160	0.0857147185901545	2	511	GO:0009144	purine nucleoside triphosphate metabolic process	0.181991440418906	BP
434	0.0859389098515627	2	65	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.182294657260891	BP
286	0.0860905103063438	2	151	GO:0050803	regulation of synapse structure or activity	0.182443465549868	BP
504	0.0863835648252849	2	48	GO:0060359	response to ammonium ion	0.18289147940325	BP
616	0.0864723765392458	2	32	GO:0032104;GO:0032107	regulation of response to extracellular stimulus	0.182906632151002	BP
405	0.0872798957902093	3	74	GO:0051701	interaction with host	0.184440534500065	BP
-634	0.0875126628897171	2	30	GO:0048665	neuron fate specification	0.184758119578668	BP
244	0.0877346719382533	2	207	GO:0006875	cellular metal ion homeostasis	0.185052415387653	BP
-496	0.0879324428544402	2	49	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	0.185295081838143	BP
603	0.0882935291794403	5	33	GO:1903312	negative regulation of mRNA metabolic process	0.18588111406198	BP
321	0.0893606859182224	3	117	GO:0050807	regulation of synapse organization	0.187951114043961	BP
465	0.0901085377456558	4	55	GO:0006582	melanin metabolic process	0.189346270685055	BP
168	0.0902972929027549	5	445	GO:0009143	nucleoside triphosphate catabolic process	0.189565076009532	BP
478	0.0906765488186601	2	52	GO:0043297	apical junction assembly	0.19001466638455	BP
-538	0.090681106412984	2	41	GO:0060323	head morphogenesis	0.19001466638455	BP
403	0.0910269679682032	4	73	GO:1905952	regulation of lipid localization	0.190561129204463	BP
617	0.091298125553001	2	31	GO:0050919	negative chemotaxis	0.190950327953989	BP
361	0.091488173125118	2	91	GO:0030307	positive regulation of cell growth	0.191169316977858	BP
371	0.0916631106554377	2	86	GO:0008593	regulation of Notch signaling pathway	0.191240663162238	BP
373	0.0916930679626086	2	85	GO:0043524	negative regulation of neuron apoptotic process	0.191240663162238	BP
411	0.0918192810391037	3	70	GO:0018196	peptidyl-asparagine modification	0.191325757700086	BP
517	0.0920836684623998	5	44	GO:0022408	negative regulation of cell-cell adhesion	0.191698343267449	BP
-605	0.0921824213172545	2	32	GO:0021952	central nervous system projection neuron axonogenesis	0.191725741644058	BP
210	0.0923446088558861	4	275	GO:0060541	respiratory system development	0.191884901518724	BP
-334	0.0928631433166369	2	106	GO:0061008	hepaticobiliary system development	0.192783541269015	BP
153	0.0932223854984238	2	535	GO:0003002	regionalization	0.193175226546979	BP
623	0.0932242945970019	3	30	GO:0044126;GO:0044130;GO:0044146;GO:0044144	negative regulation of growth of symbiont involved in interaction with host	0.193175226546979	BP
289	0.0940459014209183	2	141	GO:2000147	positive regulation of cell motility	0.194697614771587	BP
-451	0.0943662991201708	2	57	GO:0006694	steroid biosynthetic process	0.195086989385658	BP
184	0.0944476189299017	6	360	GO:0010608	posttranscriptional regulation of gene expression	0.195086989385658	BP
251	0.0944952604836782	5	187	GO:0001745	compound eye morphogenesis	0.195086989385658	BP
180	0.0959414291254199	2	373	GO:0051130	positive regulation of cellular component organization	0.197890240553352	BP
-269	0.0966334025683028	2	161	GO:0018205	peptidyl-lysine modification	0.199134150646733	BP
433	0.0971763634160922	2	61	GO:0048678	response to axon injury	0.200068983503719	BP
514	0.0973081466969868	2	43	GO:0048259	regulation of receptor-mediated endocytosis	0.200156334803719	BP
595	0.0979962917402344	2	32	GO:0090263	positive regulation of canonical Wnt signaling pathway	0.201386874768922	BP
-545	0.0985305820477269	3	38	GO:0033206	meiotic cytokinesis	0.202299270198816	BP
490	0.0990428937681311	2	47	GO:0072659	protein localization to plasma membrane	0.203112211653323	BP
530	0.0991078782754831	3	40	GO:1905879	regulation of oogenesis	0.203112211653323	BP
162	0.0993175115945861	2	458	GO:0034656	nucleobase-containing small molecule catabolic process	0.203355782424015	BP
-410	0.0997123965029096	2	67	GO:0006353	DNA-templated transcription, termination	0.2034059871847	BP
238	0.0997154484295506	2	202	GO:0007472	wing disc morphogenesis	0.2034059871847	BP
-340	0.0997193197511986	3	98	GO:0010212	response to ionizing radiation	0.2034059871847	BP
383	0.0997876278012696	-1	77	GO:0042990	obsolete regulation of transcription factor import into nucleus	0.2034059871847	BP
158	0.0997960624624935	2	477	GO:0009166	nucleotide catabolic process	0.2034059871847	BP
564	0.100571228304644	2	35	GO:0048013	ephrin receptor signaling pathway	0.204767050984841	BP
162	0.100704765907896	4	450	GO:0042454	ribonucleoside catabolic process	0.204767050984841	BP
487	0.100738075975578	4	47	GO:0071222	cellular response to lipopolysaccharide	0.204767050984841	BP
-442	0.10119229956547	3	57	GO:0022037	metencephalon development	0.205503854058615	BP
148	0.101462234359242	4	549	GO:0072358;GO:0072359	cardiovascular system development	0.205865403047737	BP
-597	0.101828282053971	3	31	GO:0055081	anion homeostasis	0.206110272651517	BP
393	0.101834755842531	2	72	GO:0048771	tissue remodeling	0.206110272651517	BP
496	0.101858960636263	3	45	GO:2000736	regulation of stem cell differentiation	0.206110272651517	BP
-356	0.1022553785679	2	88	GO:0048066	developmental pigmentation	0.206725675083119	BP
532	0.102469859366115	2	39	GO:0043534	blood vessel endothelial cell migration	0.206870870406013	BP
162	0.102511904531551	3	449	GO:0006152;GO:0046130	purine nucleoside catabolic process	0.206870870406013	BP
212	0.102812532558379	3	253	GO:0035220	wing disc development	0.207196087449027	BP
-569	0.10285805769791	4	34	GO:0009072	aromatic amino acid family metabolic process	0.207196087449027	BP
323	0.104029737449508	4	106	GO:0006839	mitochondrial transport	0.209368025055614	BP
266	0.105155556462391	2	156	GO:0051961	negative regulation of nervous system development	0.211443847823838	BP
159	0.105378995858109	2	455	GO:0009164	nucleoside catabolic process	0.211703094818084	BP
549	0.105511068601355	2	36	GO:0006446	regulation of translational initiation	0.211739427938566	BP
564	0.105586134378294	4	34	GO:0030148	sphingolipid biosynthetic process	0.211739427938566	BP
-258	0.105791814020929	3	166	GO:0048864	stem cell development	0.211962131848731	BP
-527	0.105979820762418	4	39	GO:0042733	embryonic digit morphogenesis	0.212149060328701	BP
335	0.106132553344495	3	97	GO:0071560	cellular response to transforming growth factor beta stimulus	0.21226510668899	BP
399	0.10651409351479	3	68	GO:0002250	adaptive immune response	0.21265354694092	BP
-338	0.106600163848838	5	95	GO:0048593	camera-type eye morphogenesis	0.21265354694092	BP
474	0.10661157732797	4	48	GO:0062013	positive regulation of small molecule metabolic process	0.21265354694092	BP
220	0.107126937452336	3	228	GO:0030003	cellular cation homeostasis	0.213491405598961	BP
398	0.107639337957788	3	68	GO:2000242	negative regulation of reproductive process	0.214321881800396	BP
-231	0.107805218764211	3	205	GO:0030900	forebrain development	0.214461536440349	BP
422	0.108408360554597	2	60	GO:0031334	positive regulation of protein complex assembly	0.215470033400441	BP
498	0.108786177109228	3	43	GO:0017015;GO:1903844	regulation of transforming growth factor beta receptor signaling pathway	0.21569311376201	BP
440	0.108803606090181	2	55	GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.21569311376201	BP
-347	0.108825114092491	2	89	GO:0006367	transcription initiation from RNA polymerase II promoter	0.21569311376201	BP
432	0.109056380118771	2	57	GO:0090090	negative regulation of canonical Wnt signaling pathway	0.21569311376201	BP
-448	0.109095765416134	2	53	GO:0042439	ethanolamine-containing compound metabolic process	0.21569311376201	BP
-471	0.109098347273374	2	48	GO:0021515	cell differentiation in spinal cord	0.21569311376201	BP
-515	0.109195252597587	2	40	GO:0071383	cellular response to steroid hormone stimulus	0.21569432611869	BP
-515	0.10955885673609	3	40	GO:0016571	histone methylation	0.216221884659772	BP
-435	0.109817100938021	2	56	GO:0060042	retina morphogenesis in camera-type eye	0.216540762412999	BP
438	0.110984581802992	2	55	GO:0007632	visual behavior	0.218490940469565	BP
442	0.111001201006413	3	54	GO:0051668	localization within membrane	0.218490940469565	BP
506	0.111131379484421	2	41	GO:1900371;GO:0030808	regulation of purine nucleotide biosynthetic process	0.218535254686033	BP
248	0.111218834974142	2	174	GO:0010720	positive regulation of cell development	0.218535254686033	BP
159	0.111520195572561	2	442	GO:0040012	regulation of locomotion	0.218935353271285	BP
-477	0.112157187420026	5	46	GO:0050654	chondroitin sulfate proteoglycan metabolic process	0.219956903022292	BP
-511	0.112236937568964	2	40	GO:0043401	steroid hormone mediated signaling pathway	0.219956903022292	BP
199	0.11233763975462	2	273	GO:0006979	response to oxidative stress	0.219961812106948	BP
154	0.113921416399079	2	466	GO:0072523	purine-containing compound catabolic process	0.222868098457587	BP
363	0.114127182535587	6	79	GO:0010950	positive regulation of endopeptidase activity	0.223075819266767	BP
-441	0.114502439663182	2	53	GO:0021549	cerebellum development	0.223510146120513	BP
125	0.114548949886763	2	726	GO:1901361	organic cyclic compound catabolic process	0.223510146120513	BP
